key	host	time	test	card	backend	build	parameter	value	unit	note
matrix_path||cuda|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:default:pp	system-c	2026-08-25T00:00:57+0200	matrix_path		cuda	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:default:pp	2861.73	t/s prefill	
matrix_path||cuda|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:default:tg	system-c	2026-08-25T00:00:57+0200	matrix_path		cuda	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:default:tg	51.04	t/s generation	
matrix_path||cuda|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:force-mmq:pp	system-c	2026-08-25T00:01:16+0200	matrix_path		cuda	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:force-mmq:pp	2858.47	t/s prefill	
matrix_path||cuda|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:force-mmq:tg	system-c	2026-08-25T00:01:16+0200	matrix_path		cuda	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:force-mmq:tg	51.02	t/s generation	
matrix_path||cuda|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:force-cublas:pp	system-c	2026-08-25T00:01:34+0200	matrix_path		cuda	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:force-cublas:pp	2854.59	t/s prefill	
matrix_path||cuda|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:force-cublas:tg	system-c	2026-08-25T00:01:34+0200	matrix_path		cuda	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:force-cublas:tg	51.03	t/s generation	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:220W:tg	system-c	2026-08-25T00:02:36+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:220W:tg	154.22	t/s generation	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:220W:pp	system-c	2026-08-25T00:02:36+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:220W:pp	4598.56	t/s prefill	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:220W:watt	system-c	2026-08-25T00:02:36+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:220W:watt	169.9	W mean	peak 220.2 W, 33 samples, sensor nvidia
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:220W:tok_per_wh	system-c	2026-08-25T00:02:36+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:220W:tok_per_wh	3267	tok/Wh	sensor nvidia
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:200W:tg	system-c	2026-08-25T00:02:49+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:200W:tg	152.67	t/s generation	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:200W:pp	system-c	2026-08-25T00:02:49+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:200W:pp	4516.74	t/s prefill	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:200W:watt	system-c	2026-08-25T00:02:49+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:200W:watt	157.8	W mean	peak 202.6 W, 34 samples, sensor nvidia
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:200W:tok_per_wh	system-c	2026-08-25T00:02:49+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:200W:tok_per_wh	3483	tok/Wh	sensor nvidia
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:180W:tg	system-c	2026-08-25T00:03:02+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:180W:tg	152.00	t/s generation	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:180W:pp	system-c	2026-08-25T00:03:02+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:180W:pp	4413.75	t/s prefill	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:180W:watt	system-c	2026-08-25T00:03:02+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:180W:watt	143.2	W mean	peak 182.4 W, 34 samples, sensor nvidia
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:180W:tok_per_wh	system-c	2026-08-25T00:03:02+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:180W:tok_per_wh	3821	tok/Wh	sensor nvidia
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:160W:tg	system-c	2026-08-25T00:03:16+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:160W:tg	144.60	t/s generation	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:160W:pp	system-c	2026-08-25T00:03:16+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:160W:pp	4167.87	t/s prefill	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:160W:watt	system-c	2026-08-25T00:03:16+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:160W:watt	129.8	W mean	peak 160.2 W, 36 samples, sensor nvidia
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:160W:tok_per_wh	system-c	2026-08-25T00:03:16+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:160W:tok_per_wh	4010	tok/Wh	sensor nvidia
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:140W:tg	system-c	2026-08-25T00:03:31+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:140W:tg	122.56	t/s generation	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:140W:pp	system-c	2026-08-25T00:03:31+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:140W:pp	3545.32	t/s prefill	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:140W:watt	system-c	2026-08-25T00:03:31+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:140W:watt	118.6	W mean	peak 142.6 W, 40 samples, sensor nvidia
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:140W:tok_per_wh	system-c	2026-08-25T00:03:31+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:140W:tok_per_wh	3720	tok/Wh	sensor nvidia
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:120W:tg	system-c	2026-08-25T00:03:47+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:120W:tg	98.67	t/s generation	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:120W:pp	system-c	2026-08-25T00:03:47+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:120W:pp	2920.30	t/s prefill	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:120W:watt	system-c	2026-08-25T00:03:47+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:120W:watt	105.9	W mean	peak 123.9 W, 47 samples, sensor nvidia
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:120W:tok_per_wh	system-c	2026-08-25T00:03:47+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:120W:tok_per_wh	3354	tok/Wh	sensor nvidia
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:100W:tg	system-c	2026-08-25T00:04:08+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:100W:tg	76.10	t/s generation	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:100W:pp	system-c	2026-08-25T00:04:08+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:100W:pp	2266.56	t/s prefill	
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:100W:watt	system-c	2026-08-25T00:04:08+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:100W:watt	91.9	W mean	peak 100.0 W, 59 samples, sensor nvidia
power_curve||vulkan|unknown|gpt-oss-20b-MXFP4:100W:tok_per_wh	system-c	2026-08-25T00:04:08+0200	power_curve		vulkan	unknown	gpt-oss-20b-MXFP4:100W:tok_per_wh	2981	tok/Wh	sensor nvidia
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:220W:tg	system-c	2026-08-25T00:04:57+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:220W:tg	51.46	t/s generation	
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:220W:pp	system-c	2026-08-25T00:04:57+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:220W:pp	2516.16	t/s prefill	
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:220W:watt	system-c	2026-08-25T00:04:57+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:220W:watt	185.0	W mean	peak 221.4 W, 79 samples, sensor nvidia
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:220W:tok_per_wh	system-c	2026-08-25T00:04:57+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:220W:tok_per_wh	1001	tok/Wh	sensor nvidia
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:200W:tg	system-c	2026-08-25T00:05:23+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:200W:tg	51.26	t/s generation	
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:200W:pp	system-c	2026-08-25T00:05:23+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:200W:pp	2454.08	t/s prefill	
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:200W:watt	system-c	2026-08-25T00:05:23+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:200W:watt	179.1	W mean	peak 201.0 W, 75 samples, sensor nvidia
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:200W:tok_per_wh	system-c	2026-08-25T00:05:23+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:200W:tok_per_wh	1031	tok/Wh	sensor nvidia
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:180W:tg	system-c	2026-08-25T00:05:48+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:180W:tg	51.15	t/s generation	
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:180W:pp	system-c	2026-08-25T00:05:48+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:180W:pp	2385.64	t/s prefill	
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:180W:watt	system-c	2026-08-25T00:05:48+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:180W:watt	162.5	W mean	peak 184.8 W, 75 samples, sensor nvidia
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:180W:tok_per_wh	system-c	2026-08-25T00:05:48+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:180W:tok_per_wh	1133	tok/Wh	sensor nvidia
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:160W:tg	system-c	2026-08-25T00:06:14+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:160W:tg	50.95	t/s generation	
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:160W:pp	system-c	2026-08-25T00:06:14+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:160W:pp	2222.12	t/s prefill	
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:160W:watt	system-c	2026-08-25T00:06:14+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:160W:watt	145.2	W mean	peak 160.5 W, 76 samples, sensor nvidia
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:160W:tok_per_wh	system-c	2026-08-25T00:06:14+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:160W:tok_per_wh	1263	tok/Wh	sensor nvidia
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:140W:tg	system-c	2026-08-25T00:06:42+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:140W:tg	45.51	t/s generation	
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:140W:pp	system-c	2026-08-25T00:06:42+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:140W:pp	1898.33	t/s prefill	
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:140W:watt	system-c	2026-08-25T00:06:42+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:140W:watt	128.9	W mean	peak 144.1 W, 86 samples, sensor nvidia
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:140W:tok_per_wh	system-c	2026-08-25T00:06:42+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:140W:tok_per_wh	1271	tok/Wh	sensor nvidia
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:120W:tg	system-c	2026-08-25T00:07:16+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:120W:tg	36.08	t/s generation	
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:120W:pp	system-c	2026-08-25T00:07:16+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:120W:pp	1570.84	t/s prefill	
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:120W:watt	system-c	2026-08-25T00:07:16+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:120W:watt	113.1	W mean	peak 123.5 W, 105 samples, sensor nvidia
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:120W:tok_per_wh	system-c	2026-08-25T00:07:16+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:120W:tok_per_wh	1149	tok/Wh	sensor nvidia
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:100W:tg	system-c	2026-08-25T00:07:59+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:100W:tg	27.35	t/s generation	
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:100W:pp	system-c	2026-08-25T00:07:59+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:100W:pp	1231.03	t/s prefill	
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:100W:watt	system-c	2026-08-25T00:07:59+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:100W:watt	95.9	W mean	peak 100.7 W, 135 samples, sensor nvidia
power_curve||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:100W:tok_per_wh	system-c	2026-08-25T00:07:59+0200	power_curve		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:100W:tok_per_wh	1027	tok/Wh	sensor nvidia
power_curve||||coverage	system-c	2026-08-25T00:07:59+0200	power_curve				coverage	42/56	combinations	8 steps x 7 models on vulkan only (of 2 builds -- deliberate: the power limit is the card's, not the backend's)
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:f16:d0:pp	system-c	2026-08-25T00:08:39+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:f16:d0:pp	1026.81	t/s prefill	peak 11803 MiB VRAM during the run
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:f16:d0:tg	system-c	2026-08-25T00:08:39+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:f16:d0:tg	141.04	t/s generation	peak 11803 MiB VRAM during the run
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:f16:d0:vram	system-c	2026-08-25T00:08:39+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:f16:d0:vram	11803	MiB peak	
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:f16:d4096	system-c	2026-08-25T00:08:46+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:f16:d4096			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:f16:d8192	system-c	2026-08-25T00:08:51+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:f16:d8192			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:f16:d16384	system-c	2026-08-25T00:08:57+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:f16:d16384			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:f16:d32768	system-c	2026-08-25T00:09:00+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:f16:d32768			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:f16:d65536	system-c	2026-08-25T00:09:03+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:f16:d65536			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:f16:d131072	system-c	2026-08-25T00:09:06+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:f16:d131072			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:f16:d262144	system-c	2026-08-25T00:09:10+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:f16:d262144			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:q8_0:d0:pp	system-c	2026-08-25T00:09:16+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:q8_0:d0:pp	4513.37	t/s prefill	peak 11791 MiB VRAM during the run
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:q8_0:d0:tg	system-c	2026-08-25T00:09:16+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:q8_0:d0:tg	149.27	t/s generation	peak 11791 MiB VRAM during the run
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:q8_0:d0:vram	system-c	2026-08-25T00:09:16+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:q8_0:d0:vram	11791	MiB peak	
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:q8_0:d4096:pp	system-c	2026-08-25T00:09:22+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:q8_0:d4096:pp	4260.38	t/s prefill	peak 11850 MiB VRAM during the run
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:q8_0:d4096:tg	system-c	2026-08-25T00:09:22+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:q8_0:d4096:tg	144.08	t/s generation	peak 11850 MiB VRAM during the run
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:q8_0:d4096:vram	system-c	2026-08-25T00:09:22+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:q8_0:d4096:vram	11850	MiB peak	
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:q8_0:d8192:pp	system-c	2026-08-25T00:09:30+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:q8_0:d8192:pp	3980.42	t/s prefill	peak 11895 MiB VRAM during the run
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:q8_0:d8192:tg	system-c	2026-08-25T00:09:30+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:q8_0:d8192:tg	139.57	t/s generation	peak 11895 MiB VRAM during the run
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:q8_0:d8192:vram	system-c	2026-08-25T00:09:30+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:q8_0:d8192:vram	11895	MiB peak	
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:q8_0:d16384	system-c	2026-08-25T00:09:35+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:q8_0:d16384			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:q8_0:d32768	system-c	2026-08-25T00:09:41+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:q8_0:d32768			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:q8_0:d65536	system-c	2026-08-25T00:09:44+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:q8_0:d65536			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:q8_0:d131072	system-c	2026-08-25T00:09:47+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:q8_0:d131072			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|gpt-oss-20b-MXFP4:q8_0:d262144	system-c	2026-08-25T00:09:50+0200	context_depth		vulkan	unknown	gpt-oss-20b-MXFP4:q8_0:d262144			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d0:pp	system-c	2026-08-25T00:10:19+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d0:pp	2377.56	t/s prefill	peak 8629 MiB VRAM during the run
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d0:tg	system-c	2026-08-25T00:10:19+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d0:tg	51.11	t/s generation	peak 8629 MiB VRAM during the run
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d0:vram	system-c	2026-08-25T00:10:19+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d0:vram	8629	MiB peak	
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d4096:pp	system-c	2026-08-25T00:10:31+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d4096:pp	2254.04	t/s prefill	peak 9398 MiB VRAM during the run
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d4096:tg	system-c	2026-08-25T00:10:31+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d4096:tg	47.29	t/s generation	peak 9398 MiB VRAM during the run
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d4096:vram	system-c	2026-08-25T00:10:31+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d4096:vram	9398	MiB peak	
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d8192:pp	system-c	2026-08-25T00:10:47+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d8192:pp	1993.98	t/s prefill	peak 10205 MiB VRAM during the run
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d8192:tg	system-c	2026-08-25T00:10:47+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d8192:tg	43.83	t/s generation	peak 10205 MiB VRAM during the run
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d8192:vram	system-c	2026-08-25T00:10:47+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d8192:vram	10205	MiB peak	
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d16384:pp	system-c	2026-08-25T00:11:09+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d16384:pp	1620.30	t/s prefill	peak 11703 MiB VRAM during the run
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d16384:tg	system-c	2026-08-25T00:11:09+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d16384:tg	38.24	t/s generation	peak 11703 MiB VRAM during the run
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d16384:vram	system-c	2026-08-25T00:11:09+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d16384:vram	11703	MiB peak	
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d32768	system-c	2026-08-25T00:11:16+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d32768			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d65536	system-c	2026-08-25T00:11:19+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d65536			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d131072	system-c	2026-08-25T00:11:22+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d131072			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d262144	system-c	2026-08-25T00:11:25+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:f16:d262144			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:q8_0:d0:pp	system-c	2026-08-25T00:11:34+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:q8_0:d0:pp	2553.76	t/s prefill	peak 8585 MiB VRAM during the run
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:q8_0:d0:tg	system-c	2026-08-25T00:11:34+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:q8_0:d0:tg	50.60	t/s generation	peak 8585 MiB VRAM during the run
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:q8_0:d0:vram	system-c	2026-08-25T00:11:34+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:q8_0:d0:vram	8585	MiB peak	
context_depth||vulkan|unknown|DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:q8_0:d4096:pp	system-c	2026-08-25T00:11:46+0200	context_depth		vulkan	unknown	DeepSeek-R1-Distill-Qwen-14B-Q4_K_M:q8_0:d4096:pp	2171.11	t/s prefill	peak 8993 MiB VRAM during the run
