key	host	time	test	card	backend	build	parameter	value	unit	note
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d0:tg	LLMWorkerHost	2026-08-28T02:22:46+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d0:tg	24.24	t/s generation	peak 11892 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d0:vram	LLMWorkerHost	2026-08-28T02:22:46+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d0:vram	11892	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d4096:pp	LLMWorkerHost	2026-08-28T02:23:57+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d4096:pp	585.95	t/s prefill	peak 12027 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d4096:tg	LLMWorkerHost	2026-08-28T02:23:57+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d4096:tg	23.01	t/s generation	peak 12027 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d4096:vram	LLMWorkerHost	2026-08-28T02:23:57+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d4096:vram	12027	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d8192:pp	LLMWorkerHost	2026-08-28T02:25:26+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d8192:pp	573.22	t/s prefill	peak 12161 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d8192:tg	LLMWorkerHost	2026-08-28T02:25:26+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d8192:tg	22.72	t/s generation	peak 12161 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d8192:vram	LLMWorkerHost	2026-08-28T02:25:26+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d8192:vram	12161	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d16384:pp	LLMWorkerHost	2026-08-28T02:27:07+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d16384:pp	535.19	t/s prefill	peak 12429 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d16384:tg	LLMWorkerHost	2026-08-28T02:27:07+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d16384:tg	22.10	t/s generation	peak 12429 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d16384:vram	LLMWorkerHost	2026-08-28T02:27:07+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d16384:vram	12429	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d32768:pp	LLMWorkerHost	2026-08-28T02:29:13+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d32768:pp	453.92	t/s prefill	peak 13027 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d32768:tg	LLMWorkerHost	2026-08-28T02:29:13+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d32768:tg	20.90	t/s generation	peak 13027 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d32768:vram	LLMWorkerHost	2026-08-28T02:29:13+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d32768:vram	13027	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d65536:pp	LLMWorkerHost	2026-08-28T02:32:22+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d65536:pp	329.94	t/s prefill	peak 13977 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d65536:tg	LLMWorkerHost	2026-08-28T02:32:22+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d65536:tg	18.79	t/s generation	peak 13977 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d65536:vram	LLMWorkerHost	2026-08-28T02:32:22+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d65536:vram	13977	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d131072:pp	LLMWorkerHost	2026-08-28T02:39:22+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d131072:pp	190.11	t/s prefill	peak 15869 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d131072:tg	LLMWorkerHost	2026-08-28T02:39:22+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d131072:tg	15.43	t/s generation	peak 15869 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d131072:vram	LLMWorkerHost	2026-08-28T02:39:22+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d131072:vram	15869	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d262144:pp	LLMWorkerHost	2026-08-28T02:59:54+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d262144:pp	129.79	t/s prefill	peak 19011 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d262144:tg	LLMWorkerHost	2026-08-28T02:59:54+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d262144:tg	11.61	t/s generation	peak 19011 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-27B-Q4_K_M:q8_0:d262144:vram	LLMWorkerHost	2026-08-28T02:59:54+0200	context_depth		vulkan	v0.2.0	Qwen3.6-27B-Q4_K_M:q8_0:d262144:vram	19011	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d0:pp	LLMWorkerHost	2026-08-28T03:01:33+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d0:pp	1110.40	t/s prefill	peak 15837 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d0:tg	LLMWorkerHost	2026-08-28T03:01:33+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d0:tg	78.49	t/s generation	peak 15837 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d0:vram	LLMWorkerHost	2026-08-28T03:01:33+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d0:vram	15837	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d4096:pp	LLMWorkerHost	2026-08-28T03:03:29+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d4096:pp	1820.50	t/s prefill	peak 15917 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d4096:tg	LLMWorkerHost	2026-08-28T03:03:29+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d4096:tg	66.42	t/s generation	peak 15917 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d4096:vram	LLMWorkerHost	2026-08-28T03:03:29+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d4096:vram	15917	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d8192:pp	LLMWorkerHost	2026-08-28T03:05:09+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d8192:pp	1811.03	t/s prefill	peak 15997 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d8192:tg	LLMWorkerHost	2026-08-28T03:05:09+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d8192:tg	73.83	t/s generation	peak 15997 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d8192:vram	LLMWorkerHost	2026-08-28T03:05:09+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d8192:vram	15997	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d16384:pp	LLMWorkerHost	2026-08-28T03:07:04+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d16384:pp	1657.49	t/s prefill	peak 16158 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d16384:tg	LLMWorkerHost	2026-08-28T03:07:04+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d16384:tg	66.09	t/s generation	peak 16158 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d16384:vram	LLMWorkerHost	2026-08-28T03:07:04+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d16384:vram	16158	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d32768:pp	LLMWorkerHost	2026-08-28T03:08:56+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d32768:pp	1375.20	t/s prefill	peak 16478 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d32768:tg	LLMWorkerHost	2026-08-28T03:08:56+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d32768:tg	66.90	t/s generation	peak 16478 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d32768:vram	LLMWorkerHost	2026-08-28T03:08:56+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d32768:vram	16478	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d65536:pp	LLMWorkerHost	2026-08-28T03:11:14+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d65536:pp	981.14	t/s prefill	peak 17118 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d65536:tg	LLMWorkerHost	2026-08-28T03:11:14+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d65536:tg	56.35	t/s generation	peak 17118 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d65536:vram	LLMWorkerHost	2026-08-28T03:11:14+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d65536:vram	17118	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d131072:pp	LLMWorkerHost	2026-08-28T03:14:20+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d131072:pp	582.75	t/s prefill	peak 18399 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d131072:tg	LLMWorkerHost	2026-08-28T03:14:20+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d131072:tg	47.19	t/s generation	peak 18399 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d131072:vram	LLMWorkerHost	2026-08-28T03:14:20+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d131072:vram	18399	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d262144:pp	LLMWorkerHost	2026-08-28T03:21:45+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d262144:pp	283.43	t/s prefill	peak 20962 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d262144:tg	LLMWorkerHost	2026-08-28T03:21:45+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d262144:tg	37.38	t/s generation	peak 20962 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:f16:d262144:vram	LLMWorkerHost	2026-08-28T03:21:45+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:f16:d262144:vram	20962	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d0:pp	LLMWorkerHost	2026-08-28T03:23:16+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d0:pp	1164.45	t/s prefill	peak 15835 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d0:tg	LLMWorkerHost	2026-08-28T03:23:16+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d0:tg	77.76	t/s generation	peak 15835 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d0:vram	LLMWorkerHost	2026-08-28T03:23:16+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d0:vram	15835	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d4096:pp	LLMWorkerHost	2026-08-28T03:24:59+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d4096:pp	1828.23	t/s prefill	peak 15894 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d4096:tg	LLMWorkerHost	2026-08-28T03:24:59+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d4096:tg	72.07	t/s generation	peak 15894 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d4096:vram	LLMWorkerHost	2026-08-28T03:24:59+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d4096:vram	15894	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d8192:pp	LLMWorkerHost	2026-08-28T03:26:47+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d8192:pp	1806.20	t/s prefill	peak 15952 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d8192:tg	LLMWorkerHost	2026-08-28T03:26:47+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d8192:tg	67.89	t/s generation	peak 15952 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d8192:vram	LLMWorkerHost	2026-08-28T03:26:47+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d8192:vram	15952	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d16384:pp	LLMWorkerHost	2026-08-28T03:28:26+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d16384:pp	1613.30	t/s prefill	peak 16068 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d16384:tg	LLMWorkerHost	2026-08-28T03:28:26+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d16384:tg	67.04	t/s generation	peak 16068 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d16384:vram	LLMWorkerHost	2026-08-28T03:28:26+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d16384:vram	16068	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d32768:pp	LLMWorkerHost	2026-08-28T03:29:56+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d32768:pp	1311.77	t/s prefill	peak 16235 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d32768:tg	LLMWorkerHost	2026-08-28T03:29:56+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d32768:tg	65.72	t/s generation	peak 16235 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d32768:vram	LLMWorkerHost	2026-08-28T03:29:56+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d32768:vram	16235	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d65536:pp	LLMWorkerHost	2026-08-28T03:31:58+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d65536:pp	918.55	t/s prefill	peak 16764 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d65536:tg	LLMWorkerHost	2026-08-28T03:31:58+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d65536:tg	54.56	t/s generation	peak 16764 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d65536:vram	LLMWorkerHost	2026-08-28T03:31:58+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d65536:vram	16764	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d131072:pp	LLMWorkerHost	2026-08-28T03:35:38+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d131072:pp	581.81	t/s prefill	peak 17860 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d131072:tg	LLMWorkerHost	2026-08-28T03:35:38+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d131072:tg	46.03	t/s generation	peak 17860 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d131072:vram	LLMWorkerHost	2026-08-28T03:35:38+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d131072:vram	17860	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d262144:pp	LLMWorkerHost	2026-08-28T03:45:42+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d262144:pp	297.97	t/s prefill	peak 19552 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d262144:tg	LLMWorkerHost	2026-08-28T03:45:42+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d262144:tg	33.04	t/s generation	peak 19552 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.6-35B-A3B-Q4_K_M:q8_0:d262144:vram	LLMWorkerHost	2026-08-28T03:45:42+0200	context_depth		vulkan	v0.2.0	Qwen3.6-35B-A3B-Q4_K_M:q8_0:d262144:vram	19552	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d0:pp	LLMWorkerHost	2026-08-28T03:46:50+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d0:pp	634.60	t/s prefill	peak 11498 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d0:tg	LLMWorkerHost	2026-08-28T03:46:50+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d0:tg	24.55	t/s generation	peak 11498 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d0:vram	LLMWorkerHost	2026-08-28T03:46:50+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d0:vram	11498	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d4096:pp	LLMWorkerHost	2026-08-28T03:48:05+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d4096:pp	573.08	t/s prefill	peak 11707 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d4096:tg	LLMWorkerHost	2026-08-28T03:48:05+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d4096:tg	23.74	t/s generation	peak 11707 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d4096:vram	LLMWorkerHost	2026-08-28T03:48:05+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d4096:vram	11707	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d8192:pp	LLMWorkerHost	2026-08-28T03:49:35+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d8192:pp	591.63	t/s prefill	peak 11915 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d8192:tg	LLMWorkerHost	2026-08-28T03:49:35+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d8192:tg	23.53	t/s generation	peak 11915 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d8192:vram	LLMWorkerHost	2026-08-28T03:49:35+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d8192:vram	11915	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d16384:pp	LLMWorkerHost	2026-08-28T03:51:15+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d16384:pp	560.30	t/s prefill	peak 12331 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d16384:tg	LLMWorkerHost	2026-08-28T03:51:15+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d16384:tg	22.62	t/s generation	peak 12331 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d16384:vram	LLMWorkerHost	2026-08-28T03:51:15+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d16384:vram	12331	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d32768:pp	LLMWorkerHost	2026-08-28T03:53:13+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d32768:pp	398.15	t/s prefill	peak 13163 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d32768:tg	LLMWorkerHost	2026-08-28T03:53:13+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d32768:tg	21.05	t/s generation	peak 13163 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d32768:vram	LLMWorkerHost	2026-08-28T03:53:13+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d32768:vram	13163	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d65536:pp	LLMWorkerHost	2026-08-28T03:56:10+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d65536:pp	278.69	t/s prefill	peak 14829 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d65536:tg	LLMWorkerHost	2026-08-28T03:56:10+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d65536:tg	19.39	t/s generation	peak 14829 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d65536:vram	LLMWorkerHost	2026-08-28T03:56:10+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d65536:vram	14829	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d131072:pp	LLMWorkerHost	2026-08-28T04:02:36+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d131072:pp	183.04	t/s prefill	peak 18160 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d131072:tg	LLMWorkerHost	2026-08-28T04:02:36+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d131072:tg	16.45	t/s generation	peak 18160 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d131072:vram	LLMWorkerHost	2026-08-28T04:02:36+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d131072:vram	18160	MiB peak	
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:f16:d262144	LLMWorkerHost	2026-08-28T04:03:07+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:f16:d262144			no measurement -- most likely too little VRAM for the cache
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:q8_0:d0:pp	LLMWorkerHost	2026-08-28T04:04:13+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:q8_0:d0:pp	465.99	t/s prefill	peak 12151 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:q8_0:d0:tg	LLMWorkerHost	2026-08-28T04:04:13+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:q8_0:d0:tg	23.46	t/s generation	peak 12151 MiB VRAM during the run
context_depth||vulkan|v0.2.0|Qwen3.8-27B-Q4_K_M:q8_0:d0:vram	LLMWorkerHost	2026-08-28T04:04:13+0200	context_depth		vulkan	v0.2.0	Qwen3.8-27B-Q4_K_M:q8_0:d0:vram	12151	MiB peak	
